Symbol,Company Name,Industry,Market Cap
FMS,Fresenius Medical Care AG & Co. KGaA,Medical Care Facilities,9805879304
FMX,"Fomento Económico Mexicano, SAB de CV",Beverages - Brewers,200344539592
FN,Fabrinet,Electronic Components,5611307505
FNA,"Paragon 28, Inc.",Medical Devices,691727972
FNB,F.N.B. Corporation,Banks - Regional,3814352185
FNCB,"FNCB Bancorp, Inc.",Banks - Regional,112747710
FNCH,"Finch Therapeutics Group, Inc.",Biotechnology,5955906
FND,"Floor & Decor Holdings, Inc.",Home Improvement Retail,8605916550
FNF,"Fidelity National Financial, Inc.",Insurance - Specialty,10636560545
FNGR,"FingerMotion, Inc.",Telecom Services,319476032
FNKO,"Funko, Inc.",Leisure,399386481
FNLC,"The First Bancorp, Inc.",Banks - Regional,259378727
FNV,Franco-Nevada Corporation,Gold,24250911120
FNVT,Finnovate Acquisition Corp.,Shell Companies,99217264
FNWB,First Northwest Bancorp,Banks - Regional,125115523
FNWD,Finward Bancorp,Banks - Regional,79361519
FOA,Finance Of America Companies Inc.,Credit Services,111475906
FOLD,"Amicus Therapeutics, Inc.",Biotechnology,3174083727
FONR,FONAR Corporation,Medical Devices,85925722
FOR,Forestar Group Inc.,Real Estate - Development,1171239839
FORA,Forian Inc.,Health Information Services,76126618
FORD,"Forward Industries, Inc.",Footwear & Accessories,7243058
FORL,Four Leaf Acquisition Corporation,Shell Companies,71651520
FORM,"FormFactor, Inc.",Semiconductors,2551789304
FORR,"Forrester Research, Inc.",Consulting Services,457629840
FORTY,Formula Systems (1985) Ltd.,Information Technology Services,881630250
FOSL,"Fossil Group, Inc.",Luxury Goods,80795330
FOUR,"Shift4 Payments, Inc.",Software - Infrastructure,3607282956
FOX,Fox Corporation,Entertainment,13811236916
FOXA,Fox Corporation,Entertainment,13820394939
FOXF,Fox Factory Holding Corp.,Auto Parts,3482616720
FOXO,FOXO Technologies Inc.,Health Information Services,3683445
FPAY,"FlexShopper, Inc.",Rental & Leasing Services,23057438
FPH,"Five Point Holdings, LLC",Real Estate - Development,325120839
FPI,Farmland Partners Inc.,REIT - Specialty,494387334
FR,"First Industrial Realty Trust, Inc.",REIT - Industrial,5496026250
FRAF,Franklin Financial Services Corporation,Banks - Regional,138188160
FRBA,First Bank,Banks - Regional,275941890
FRBN,Forbion European Acquisition Corp.,Shell Companies,356888125
FRD,"Friedman Industries, Incorporated",Steel,70876441
FREE,"Whole Earth Brands, Inc.",Packaged Foods,147546495
FREQ,"Frequency Therapeutics, Inc.",Biotechnology,7906753
FRES,Fresh2 Group Ltd,Biotechnology,15899653
FREY,FREYR Battery,Electrical Equipment & Parts,444261875
FRGE,"Forge Global Holdings, Inc.",Software - Application,430486420
FRGI,"Fiesta Restaurant Group, Inc.",Restaurants,222345459
FRGT,"Freight Technologies, Inc.",Software - Application,2871669
FRHC,Freedom Holding Corp.,Capital Markets,4826928278
FRLA,Fortune Rise Acquisition Corporation,Shell Companies,73910880
FRLN,Freeline Therapeutics Holdings plc,Biotechnology,22007698
FRME,First Merchants Corporation,Banks - Regional,1623941320
FRO,Frontline Ltd.,Oil & Gas Midstream,4864312725
FROG,JFrog Ltd.,Software - Application,2226274050
FRPH,"FRP Holdings, Inc.",Real Estate Services,512291397
FRPT,"Freshpet, Inc.",Packaged Foods,2788022580
FRSH,Freshworks Inc.,Software - Application,5172650663
FRST,Primis Financial Corp.,Banks - Regional,229587240
FRSX,Foresight Autonomous Holdings Ltd.,Auto Parts,18187512
FRT,Federal Realty Investment Trust,REIT - Retail,7152853991
FRTX,"Fresh Tracks Therapeutics, Inc.",Biotechnology,5435712
FRXB,Forest Road Acquisition Corp. II,Shell Companies,137403594
FRZA,"Forza X1, Inc.",Recreational Vehicles,9233640
FSBC,Five Star Bancorp,Banks - Regional,338245040
FSBW,"FS Bancorp, Inc.",Banks - Regional,228035925
FSEA,First Seacoast Bancorp,Banks - Regional,33918502
FSFG,"First Savings Financial Group, Inc.",Banks - Regional,102508186
FSI,"Flexible Solutions International, Inc.",Specialty Chemicals,24373580
FSK,FS KKR Capital Corp.,Asset Management,5290446438
FSLR,"First Solar, Inc.",Solar,14563201920
FSLY,"Fastly, Inc.",Software - Application,1841100000
FSM,Fortuna Silver Mines Inc.,Silver,882604800
FSP,Franklin Street Properties Corp.,REIT - Office,181002500
FSR,Fisker Inc.,Auto Manufacturers,1499958752
FSRX,FinServ Acquisition Corp. II,Shell Companies,96556574
FSS,Federal Signal Corporation,Pollution & Treatment Controls,3542456016
FSTR,L.B. Foster Company,Railroads,211616280
FSV,FirstService Corporation,Real Estate Services,6335344200
FTAI,FTAI Aviation Ltd,Rental & Leasing Services,3678300560
FTCH,Farfetch Limited,Internet Retail,585289668
FTCI,"FTC Solar, Inc.",Solar,128738810
FTDR,"Frontdoor, Inc.",Personal Services,2284006611
FTEK,"Fuel Tech, Inc.",Pollution & Treatment Controls,30385300
FTEL,Fitell Corporation,Specialty Retail,14456000
FTFT,Future FinTech Group Inc.,Software - Application,12274561
FTHM,Fathom Holdings Inc.,Real Estate Services,54182986
FTI,TechnipFMC plc,Oil & Gas Equipment & Services,9374676429
FTII,FutureTech II Acquisition Corp.,Shell Companies,98914631
FTK,"Flotek Industries, Inc.",Oil & Gas Equipment & Services,108966858
FTLF,"FitLife Brands, Inc.",Packaged Foods,99794061
FTNT,"Fortinet, Inc.",Software - Infrastructure,44230181192
FTRE,Fortrea Holdings Inc.,Biotechnology,2491727872
FTS,Fortis Inc.,Utilities - Regulated Electric,19528960000
FTV,Fortive Corporation,Scientific & Technical Instruments,22857266319
FUBO,fuboTV Inc.,Broadcasting,675869040
FUL,H.B. Fuller Company,Specialty Chemicals,3524694471
FULC,"Fulcrum Therapeutics, Inc.",Biotechnology,207105710
FULT,Fulton Financial Corporation,Banks - Regional,2095352680
FUN,"Cedar Fair, L.P.",Leisure,1756625680
FUNC,First United Corporation,Banks - Regional,110464547
FURY,Fury Gold Mines Limited,Other Industrial Metals & Mining,49659930
FUSB,"First US Bancshares, Inc.",Banks - Regional,48760674
FUSN,Fusion Pharmaceuticals Inc.,Biotechnology,275300424
FUTU,Futu Holdings Limited,Capital Markets,8070672262
FUV,"Arcimoto, Inc.",Recreational Vehicles,5283540
FVCB,"FVCBankcorp, Inc.",Banks - Regional,195289037
FVRR,Fiverr International Ltd.,Internet Content & Information,797060825
FWBI,"First Wave BioPharma, Inc.",Biotechnology,3776512
FWONA,Liberty Media Corp.,Entertainment,15127931337
FWRD,Forward Air Corporation,Integrated Freight & Logistics,1823327142
FWRG,"First Watch Restaurant Group, Inc.",Restaurants,1013098480
FXNC,First National Corporation,Banks - Regional,118428783
FYBR,"Frontier Communications Parent, Inc.",Telecom Services,4406459013
G,Genpact Limited,Information Technology Services,6003438980
GABC,"German American Bancorp, Inc.",Banks - Regional,803503844
GAIA,"Gaia, Inc.",Entertainment,58443876
GAIN,Gladstone Investment Corporation,Asset Management,453524466
GALT,Galectin Therapeutics Inc.,Biotechnology,124934374
GAMB,Gambling.com Group Limited,Gambling,477169176
GAMC,Golden Arrow Merger Corp.,Shell Companies,96968588
GAME,GameSquare Holdings Inc,Electronic Gaming & Multimedia,26497890
GAN,GAN Limited,Gambling,42064764
GANX,"Gain Therapeutics, Inc.",Biotechnology,37082248
GAQ,Generation Asia I Acquisition Limited,Shell Companies,163967760
GASS,StealthGas Inc.,Marine Shipping,214410375
GATE,Marblegate Acquisition Corp.,Shell Companies,124705554
GATO,"Gatos Silver, Inc.",Other Precious Metals & Mining,345811000
GATX,GATX Corporation,Rental & Leasing Services,3648349328
GAU,Galiano Gold Inc.,Gold,123021331
GB,Global Blue Group Holding AG,Software - Infrastructure,983454080
GBBK,Global Blockchain Acquisition Corp.,Shell Companies,75586659
GBCI,"Glacier Bancorp, Inc.",Banks - Regional,3313064520
GBDC,"Golub Capital BDC, Inc.",Asset Management,2426904564
GBIO,Generation Bio Co.,Biotechnology,63146317
GBLI,"Global Indemnity Group, LLC",Insurance - Property & Casualty,482084255
GBNH,Greenbrook TMS Inc.,Medical Care Facilities,11634528
GBNY,"Generations Bancorp NY, Inc.",Banks - Regional,18557887
GBR,"New Concept Energy, Inc.",Real Estate Services,5901720
GBTG,"Global Business Travel Group, Inc.",Software - Application,4314599670
GBX,"The Greenbrier Companies, Inc.",Railroads,1056809180
GCBC,"Greene County Bancorp, Inc.",Banks - Regional,404045964
GCI,"Gannett Co., Inc.",Publishing,342867882
GCMG,GCM Grosvenor Inc,Asset Management,1472614400
GCO,Genesco Inc.,Apparel Retail,310653900
GCT,GigaCloud Technology Inc.,Software - Infrastructure,364156625
GCTK,"GlucoTrack, Inc.",Medical Instruments & Supplies,3865057
GD,General Dynamics Corporation,Aerospace & Defense,65216923148
GDC,GD Culture Group Limited,Electronic Gaming & Multimedia,8427826
GDDY,GoDaddy Inc.,Software - Infrastructure,10626252560
GDEN,"Golden Entertainment, Inc.",Resorts & Casinos,913244304
GDEV,GDEV Inc.,Electronic Gaming & Multimedia,450049200
GDHG,Golden Heaven Group Holdings Ltd.,Leisure,695520000
GDNR,Gardiner Healthcare Acquisitions Corp.,Shell Companies,40859243
GDOT,Green Dot Corporation,Credit Services,576334965
GDRX,"GoodRx Holdings, Inc.",Health Information Services,2079385585
GDS,GDS Holdings Limited,Information Technology Services,1949367420
GDST,Goldenstone Acquisition Limited,Shell Companies,81279875
GDTC,CytoMed Therapeutics Limited,Biotechnology,39960554
GDYN,"Grid Dynamics Holdings, Inc.",Information Technology Services,758637548
GE,General Electric Company,Specialty Industrial Machinery,119516107657
GECC,Great Elm Capital Corp.,Asset Management,64677476
GEF,"Greif, Inc.",Packaging & Containers,2992329439
GEF.B,"Greif, Inc.",Packaging & Containers,3003345324
GEG,"Great Elm Group, Inc.",Medical Distribution,54544540
GEHC,GE HealthCare Technologies Inc.,Health Information Services,28732117471
GEHI,"Gravitas Education Holdings, Inc.",Education & Training Services,24510516
GEL,"Genesis Energy, L.P.",Oil & Gas Midstream,1351605170
GEN,Gen Digital Inc.,Software - Infrastructure,10646658950
GENC,"Gencor Industries, Inc.",Farm & Heavy Construction Machinery,209458533
GENE,Genetic Technologies Limited,Diagnostics & Research,14459120
GENI,Genius Sports Limited,Internet Content & Information,1123911854
GENK,GEN Restaurant Group Inc.,Restaurants,281495552
GEO,"The GEO Group, Inc.",Security & Protection Services,1103401250
GEOS,Geospace Technologies Corporation,Oil & Gas Equipment & Services,155096760
GERN,Geron Corporation,Biotechnology,999638625
GES,"Guess', Inc.",Apparel Retail,1145160601
GETR,"Getaround, Inc.",Software - Application,20310004
GETY,"Getty Images Holdings, Inc.",Internet Content & Information,1699339174
GEVO,"Gevo, Inc.",Specialty Chemicals,254021219
GFAI,"Guardforce AI Co., Limited",Security & Protection Services,21819807
GFF,Griffon Corporation,Conglomerates,2160025415
GFI,Gold Fields Limited,Gold,12089609622
GFL,GFL Environmental Inc.,Waste Management,10650468902
GFR,Greenfire Resources Ltd,Oil & Gas E&P,424897050
GFS,GLOBALFOUNDRIES Inc.,Semiconductors,27583910628
GGAL,Grupo Financiero Galicia S.A.,Banks - Regional,4261443303
GGB,Gerdau S.A.,Steel,7592092408
GGE,Green Giant Inc.,Real Estate - Development,54959190
GGG,Graco Inc.,Specialty Industrial Machinery,12552763560
GGR,Gogoro Inc.,Auto Parts,593393869
GH,"Guardant Health, Inc.",Diagnostics & Research,2981138360
GHC,Graham Holdings Company,Education & Training Services,2677227883
GHG,GreenTree Hospitality Group Ltd.,Lodging,451631180
GHI,Greystone Housing Impact Investors LP,Mortgage Finance,370095373
GHIX,"Gores Holdings IX, Inc.",Shell Companies,683812479
GHL,"Greenhill & Co., Inc.",Capital Markets,278090454
GHLD,Guild Holdings Company,Mortgage Finance,633969430
GHM,Graham Corporation,Specialty Industrial Machinery,168249588
GHRS,GH Research PLC,Biotechnology,387554960
GHSI,"Guardion Health Sciences, Inc.",Drug Manufacturers - Specialty & Generic,7840090
GIA,"GigCapital5, Inc.",Shell Companies,103673760
GIB,CGI Inc.,Information Technology Services,22634715164
GIC,Global Industrial Company,Industrial Distribution,1212365319
GIFI,"Gulf Island Fabrication, Inc.",Metal Fabrication,65312875
GIGM,GigaMedia Limited,Electronic Gaming & Multimedia,15252036
GIII,"G-III Apparel Group, Ltd.",Apparel Manufacturing,1154912460
GIL,Gildan Activewear Inc.,Apparel Manufacturing,4930089615
GILD,"Gilead Sciences, Inc.",Drug Manufacturers - General,96902196456
GILT,Gilat Satellite Networks Ltd.,Communication Equipment,330104511
GIPR,"Generation Income Properties, Inc.",REIT - Diversified,10293574
GIS,"General Mills, Inc.",Packaged Foods,37684316014
GKOS,Glaukos Corporation,Medical Devices,3250766272
GL,Globe Life Inc.,Insurance - Life,10748760739
GLAD,Gladstone Capital Corporation,Asset Management,410724016
GLBE,Global-e Online Ltd.,Internet Retail,5614201720
GLBS,Globus Maritime Limited,Marine Shipping,34166618
GLBZ,Glen Burnie Bancorp,Banks - Regional,15334836
GLDD,Great Lakes Dredge & Dock Corporation,Engineering & Construction,501349680
GLDG,GoldMining Inc.,Gold,139984961
GLLI,Globalink Investment Inc.,Shell Companies,88351757
GLMD,Galmed Pharmaceuticals Ltd.,Biotechnology,1388101
GLNG,Golar LNG Limited,Oil & Gas Midstream,2375460000
GLOB,Globant S.A.,Information Technology Services,7145579133
GLP,Global Partners LP,Oil & Gas Midstream,1044684788
GLPG,Galapagos NV,Biotechnology,2165378706
GLPI,"Gaming and Leisure Properties, Inc.",REIT - Specialty,11600808800
GLRE,"Greenlight Capital Re, Ltd.",Insurance - Reinsurance,393282800
GLSI,"Greenwich LifeSciences, Inc.",Biotechnology,106383096
GLST,"Global Star Acquisition, Inc.",Shell Companies,79022527
GLT,Glatfelter Corporation,Paper & Paper Products,75677112
GLTO,"Galecto, Inc.",Biotechnology,14529696
GLUE,"Monte Rosa Therapeutics, Inc.",Biotechnology,153943830
GLW,Corning Incorporated,Electronic Components,22740500547
GLYC,"GlycoMimetics, Inc.",Biotechnology,83611190
GM,General Motors Company,Auto Manufacturers,37468971049
GMAB,Genmab A/S,Biotechnology,18431243263
GMBL,"Esports Entertainment Group, Inc.",Gambling,4033025
GMDA,Gamida Cell Ltd.,Biotechnology,94948337
GME,GameStop Corp.,Specialty Retail,3907084698
GMED,"Globus Medical, Inc.",Medical Devices,6371172446
GMFI,Aetherium Acquisition Corp.,Shell Companies,69508215
GMGI,"Golden Matrix Group, Inc.",Electronic Gaming & Multimedia,92505344
GMM,Global Mofy Metaverse Limited,Information Technology,371628324
GMRE,Global Medical REIT Inc.,REIT - Healthcare Facilities,559268597
GMS,GMS Inc.,Building Products & Equipment,2369789504
GNE,Genie Energy Ltd.,Utilities - Regulated Electric,551386760
GNFT,Genfit S.A.,Biotechnology,155983550
GNK,Genco Shipping & Trading Limited,Marine Shipping,560528266
GNL,"Global Net Lease, Inc.",REIT - Diversified,1783833000
GNLN,"Greenlane Holdings, Inc.",Tobacco,1461181
GNLX,Genelux Corporation,Biotechnology,362894994
GNPX,"Genprex, Inc.",Biotechnology,12119599
GNRC,Generac Holdings Inc.,Specialty Industrial Machinery,5118831424
GNS,Genius Group Limited,Education & Training Services,47390601
GNSS,Genasys Inc.,Scientific & Technical Instruments,76470758
GNTA,Genenta Science S.p.A.,Biotechnology,90902331
GNTX,Gentex Corporation,Auto Parts,6617910600
GNTY,"Guaranty Bancshares, Inc.",Banks - Regional,331487129
GNW,"Genworth Financial, Inc.",Insurance - Life,2746105957
GO,Grocery Outlet Holding Corp.,Grocery Stores,2741072850
GOCO,"GoHealth, Inc.",Insurance Brokers,309714340
GODN,Golden Star Acquisition Corporation,Shell Companies,92356880
GOEV,Canoo Inc.,Auto Manufacturers,168139421
GOGL,Golden Ocean Group Limited,Marine Shipping,1457453180
GOGO,Gogo Inc.,Telecom Services,1373196990
GOL,Gol Linhas Aéreas Inteligentes S.A.,Airlines,5168743934
GOLD,Barrick Gold Corporation,Gold,28280620927
GOLF,Acushnet Holdings Corp.,Leisure,3395668878
GOOD,Gladstone Commercial Corporation,REIT - Diversified,468437730
GOOG,Alphabet Inc.,Internet Content & Information,1565398808227
GOOGL,Alphabet Inc.,Internet Content & Information,1564798215490
GOOS,Canada Goose Holdings Inc.,Apparel Manufacturing,1158064245
GORO,Gold Resource Corporation,Gold,36449020
GOSS,"Gossamer Bio, Inc.",Biotechnology,112277953
GOTU,Gaotu Techedu Inc.,Education & Training Services,615836300
GOVX,"GeoVax Labs, Inc.",Biotechnology,13034050
GP,GreenPower Motor Company Inc.,Auto Manufacturers,67360410
GPAC,Global Partner Acquisition Corp II,Shell Companies,125178751
GPAK,Gamer Pakistan Inc.,Advertising Agencies,17023037
GPC,Genuine Parts Company,Specialty Retail,17877920420
GPCR,Structure Therapeutics Inc.,Biotechnology,3085071765
GPI,"Group 1 Automotive, Inc.",Auto & Truck Dealerships,3409704000
GPK,Graphic Packaging Holding Company,Packaging & Containers,6411493737
GPMT,Granite Point Mortgage Trust Inc.,REIT - Mortgage,213532092
GPN,Global Payments Inc.,Specialty Business Services,26987377200
GPOR,Gulfport Energy Corporation,Oil & Gas E&P,2292984936
GPP,Green Plains Partners LP,Oil & Gas Midstream,336176360
GPRE,Green Plains Inc.,Specialty Chemicals,1702618293
GPRK,GeoPark Limited,Oil & Gas E&P,565697000
GPRO,"GoPro, Inc.",Consumer Electronics,371124190
GPS,"The Gap, Inc.",Apparel Retail,4678994549
GRAB,Grab Holdings Limited,Software - Application,11750705050
GRBK,"Green Brick Partners, Inc.",Residential Construction,1736177584
GRC,The Gorman-Rupp Company,Specialty Industrial Machinery,772984940
GRCL,Gracell Biotechnologies Inc.,Biotechnology,221425750
GREE,Greenidge Generation Holdings Inc.,Capital Markets,37124066
GRFS,"Grifols, S.A.",Drug Manufacturers - General,6505274263
GRFX,Graphex Group Limited,Other Industrial Metals & Mining,50468736
GRI,"GRI Bio, Inc.",Biotechnology,3429366
GRIN,Grindrod Shipping Holdings Ltd.,Marine Shipping,181673760
GRMN,Garmin Ltd.,Scientific & Technical Instruments,19390258560
GRND,Grindr Inc.,Software - Application,1026989400
GRNQ,Greenpro Capital Corp.,Consulting Services,6439439
GRNT,"Granite Ridge Resources, Inc",Shell Companies,821187780
GROM,"Grom Social Enterprises, Inc.",Internet Content & Information,1761757
GROV,"Grove Collaborative Holdings, Inc.",Household & Personal Products,61672652
GROW,"U.S. Global Investors, Inc.",Asset Management,45778972
GROY,Gold Royalty Corp.,Other Precious Metals & Mining,188461000
GRPH,"Graphite Bio, Inc.",Biotechnology,137993114
GRPN,"Groupon, Inc.",Internet Content & Information,383420322
GRRR,Gorilla Technology Group Inc.,Software - Infrastructure,56516945
GRTS,"Gritstone bio, Inc.",Biotechnology,177774014
GRTX,"Galera Therapeutics, Inc.",Biotechnology,9277741
GRVY,"Gravity Co., Ltd.",Electronic Gaming & Multimedia,418184802
